BASE_YM(기준연월),HNDE_BANKCD((비식별)취급은행코드),TRAN_TYE_NM(거래구분명),TRAN_AMT(거래금액(원))
﻿202105,ZVX,현금지급/현금서비스,24447800000
﻿202105,HZI,현금지급/현금서비스,1007874430000
﻿202105,XIE,계좌이체,18068836000
﻿202105,CVN,계좌이체,818293075000
﻿202105,BVI,계좌이체,1105697344000
﻿202105,IEK,계좌이체,1833743657000
﻿202105,HZI,현금입금,360371017000
﻿202105,JVP,계좌이체,863764703000
﻿202105,HZI,계좌이체,5151308414000
﻿202105,VEA,계좌이체,1189603185000
﻿202105,JVP,현금입금,72429573000
﻿202105,CAZ,계좌이체,596570262000
﻿202105,IEK,현금지급/현금서비스,501725390000
﻿202105,EEB,계좌이체,695248544000
﻿202105,EEB,현금입금,97435608000
﻿202105,KPQ,현금지급/현금서비스,260894830000
﻿202105,IUR,계좌이체,1198168792000
﻿202105,FYT,계좌이체,291175975000
﻿202105,CAZ,현금지급/현금서비스,222772450000
﻿202105,IUR,현금입금,197860481000
﻿202105,SHK,현금입금,137838262000
﻿202105,SHK,계좌이체,977826329000
﻿202105,CVN,현금지급/현금서비스,288589830000
﻿202105,ZDD,계좌이체,59664837000
﻿202105,BVI,현금입금,121358069000
﻿202105,IUR,현금지급/현금서비스,537327220000
﻿202105,IEK,현금입금,180754485000
﻿202105,FYT,현금지급/현금서비스,114905540000
﻿202105,FYT,현금입금,47490782000
﻿202105,HZI,지로납부,143151249000
﻿202105,KYG,현금지급/현금서비스,40014760000
﻿202105,JVP,현금지급/현금서비스,188212210000
﻿202105,VEA,지로납부,261033350000
﻿202105,ZVX,계좌이체,129193263000
﻿202105,SHK,지로납부,236804648000
﻿202105,HZO,현금지급/현금서비스,96273250000
﻿202105,VEA,현금지급/현금서비스,254020470000
﻿202105,BVI,현금지급/현금서비스,367708470000
﻿202105,IUR,지로납부,7731990000
﻿202105,QDF,계좌이체,441807329000
﻿202105,CAZ,현금입금,91971700000
﻿202105,BVI,지로납부,68210361000
﻿202105,KYG,계좌이체,89865811000
﻿202105,VEA,현금입금,78034924000
﻿202105,CVN,지로납부,38688088000
﻿202105,SCD,현금입금,52020591000
﻿202105,QDF,현금지급/현금서비스,80991360000
﻿202105,KYG,지로납부,3266843000
﻿202105,IEK,지로납부,63662612000
﻿202105,FLX,현금입금,5981355000
﻿202105,KYG,현금입금,10626602000
﻿202105,RII,현금입금,34680175000
﻿202105,ZDD,현금지급/현금서비스,15143000000
﻿202105,CAZ,지로납부,9084691000
﻿202105,XIE,지로납부,945202000
﻿202105,GPM,현금지급/현금서비스,6818090000
﻿202105,EEB,지로납부,14782900000
﻿202105,QDF,지로납부,91904597000
﻿202105,HZI,기타,1981428000
﻿202105,JVP,지로납부,108654342000
﻿202105,NXL,현금입금,14932707000
﻿202105,ZVX,현금입금,12033525000
﻿202105,EEB,현금지급/현금서비스,270037830000
﻿202105,HZO,현금입금,31154196000
﻿202105,RII,현금지급/현금서비스,66854620000
﻿202105,RII,계좌이체,207469582000
﻿202105,CVN,현금입금,82692737000
﻿202105,QDF,현금입금,39859771000
﻿202105,ZDD,현금입금,5869093000
﻿202105,HZO,계좌이체,213092688000
﻿202105,GPM,계좌이체,25541066000
﻿202105,FYT,지로납부,13692549000
﻿202105,XIE,현금입금,1781883000
﻿202105,VEA,기타,556320000
﻿202105,JVP,기타,151350000
﻿202105,NXL,계좌이체,7555056000
﻿202105,FLX,현금지급/현금서비스,9670480000
﻿202105,RII,지로납부,8369338000
﻿202105,SCD,현금지급/현금서비스,1352650000
﻿202105,NXL,현금지급/현금서비스,1293690000
﻿202105,XIE,현금지급/현금서비스,10384540000
﻿202105,MIQ,현금지급/현금서비스,1136530000
﻿202105,ZDD,지로납부,6548192000
﻿202105,CVN,기타,150189000
﻿202105,GPM,현금입금,2198298000
﻿202105,HZO,지로납부,6774013000
﻿202105,AIG,계좌이체,2725704000
﻿202105,FLX,계좌이체,44672368000
﻿202105,IEK,기타,63465000
﻿202105,SCD,계좌이체,7084901000
﻿202105,AHN,계좌이체,3153258000
﻿202105,ZVX,지로납부,9300530000
﻿202105,MIQ,계좌이체,1393506000
﻿202105,SHK,기타,222086000
﻿202105,QDF,기타,25035000
﻿202105,IGI,현금입금,30327000
﻿202105,CAZ,기타,169298000
﻿202105,TGT,계좌이체,2887834000
﻿202105,PNA,계좌이체,938453000
﻿202105,FLX,지로납부,814507000
﻿202105,TGT,현금입금,614372000
﻿202105,PNA,현금지급/현금서비스,73400000
﻿202105,BVI,기타,220992000
﻿202105,TGT,현금지급/현금서비스,1701580000
﻿202105,KFW,계좌이체,56803000
﻿202105,GPM,지로납부,156986000
﻿202105,MIQ,현금입금,420776000
﻿202105,FYT,기타,61109000
﻿202105,HZO,기타,121458000
﻿202105,IGI,현금지급/현금서비스,81160000
﻿202105,ZDD,기타,23860000
﻿202105,AIG,현금지급/현금서비스,9540000
﻿202105,IGI,계좌이체,321570000
﻿202105,EEB,기타,15369000
﻿202105,HQI,계좌이체,541059000
﻿202105,QOB,계좌이체,139842000
﻿202302,KFW,현금지급/현금서비스,105330000
﻿202105,SCD,지로납부,150000
﻿202105,CBX,계좌이체,10600000000
﻿202105,TGT,지로납부,42503000
﻿202105,FLX,기타,7068000
﻿202105,PNA,현금입금,18483000
﻿202105,KFW,현금지급/현금서비스,216210000
﻿202105,MIQ,지로납부,10486000
﻿202203,SCD,지로납부,113000
﻿202203,KFW,현금입금,36730000
﻿202111,CBX,계좌이체,11100000000
﻿202302,CBX,계좌이체,9490000000
﻿202111,XIE,기타,94000
﻿202203,JFG,계좌이체,419000000
﻿202111,KFW,현금입금,49950000
﻿202105,XIE,기타,87000
﻿202302,KFW,현금입금,73490000
﻿202105,AIG,현금입금,1697000
﻿202105,KFW,현금입금,63060000
﻿202105,NXL,지로납부,32000
﻿202105,PNA,지로납부,15000
﻿202111,JFG,계좌이체,156000000
﻿202111,NXL,지로납부,132000
﻿202101,IUR,현금지급/현금서비스,467037760000
﻿202101,VEA,계좌이체,1240916125000
﻿202101,VEA,현금지급/현금서비스,220271720000
﻿202101,CVN,현금지급/현금서비스,247938740000
﻿202101,BVI,계좌이체,1142093174000
﻿202101,HZI,계좌이체,5199069523000
﻿202101,IEK,지로납부,63257773000
﻿202101,BVI,현금지급/현금서비스,332905200000
﻿202101,KPQ,현금지급/현금서비스,201882930000
﻿202101,IUR,계좌이체,1193093952000
﻿202101,CVN,계좌이체,875567200000
﻿202101,SHK,현금지급/현금서비스,339833900000
﻿202101,SHK,계좌이체,1016566119000
﻿202101,CAZ,현금지급/현금서비스,206499800000
﻿202101,EEB,계좌이체,682165335000
﻿202101,RII,현금입금,32214829000
﻿202101,SCD,현금입금,42494535000
﻿202101,ZVX,현금지급/현금서비스,21563210000
﻿202101,HZI,현금지급/현금서비스,850570600000
﻿202101,IEK,현금지급/현금서비스,444254020000
﻿202101,HZI,지로납부,178442581000
﻿202101,ZVX,현금입금,11198145000
﻿202101,HZI,현금입금,302448526000
﻿202101,EEB,지로납부,16174493000
﻿202101,CAZ,계좌이체,594841528000
﻿202101,IUR,현금입금,175853255000
﻿202101,FYT,계좌이체,310268888000
﻿202101,EEB,현금지급/현금서비스,221518490000
﻿202101,IEK,계좌이체,1949042548000
﻿202101,QDF,지로납부,76720701000
﻿202101,QDF,계좌이체,468642499000
﻿202101,BVI,지로납부,56835566000
﻿202101,CAZ,현금입금,83955162000
﻿202101,HZO,계좌이체,208305656000
﻿202101,KYG,계좌이체,90077714000
﻿202101,ZDD,계좌이체,61567759000
﻿202101,VEA,현금입금,69757962000
﻿202101,HZO,현금지급/현금서비스,87648050000
﻿202101,HZO,현금입금,28292742000
﻿202101,FYT,현금지급/현금서비스,101471570000
﻿202101,SHK,현금입금,120891416000
﻿202101,QDF,현금지급/현금서비스,69566180000
﻿202101,JVP,현금지급/현금서비스,165967850000
﻿202101,ZVX,계좌이체,138543990000
﻿202101,IUR,지로납부,9761183000
﻿202101,IEK,현금입금,172470064000
﻿202101,JVP,계좌이체,886479489000
﻿202101,HZI,기타,2606179000
﻿202101,KYG,현금입금,9740692000
﻿202101,VEA,지로납부,235278354000
﻿202101,SHK,지로납부,169221027000
﻿202101,CVN,현금입금,74780022000
﻿202101,RII,현금지급/현금서비스,60141200000
﻿202101,CVN,지로납부,37720359000
﻿202101,BVI,현금입금,109851579000
﻿202101,HZO,지로납부,5939927000
﻿202101,EEB,현금입금,85263131000
﻿202101,KYG,현금지급/현금서비스,35267690000
﻿202101,ZDD,현금지급/현금서비스,13415020000
﻿202101,JVP,지로납부,63537654000
﻿202101,RII,계좌이체,222544931000
﻿202101,RII,지로납부,9276225000
﻿202101,FYT,지로납부,18525934000
﻿202101,FLX,현금지급/현금서비스,7721700000
﻿202101,FYT,현금입금,43944251000
﻿202101,JVP,현금입금,65798869000
﻿202101,ZDD,현금입금,5238201000
﻿202101,XIE,현금지급/현금서비스,8653910000
﻿202101,QDF,현금입금,36176488000
﻿202101,CAZ,기타,244167000
﻿202101,CAZ,지로납부,11045974000
﻿202101,ZVX,지로납부,11966967000
﻿202101,NXL,현금지급/현금서비스,898650000
﻿202101,IGI,현금입금,21985000
﻿202101,SCD,현금지급/현금서비스,937080000
﻿202101,AHN,계좌이체,2256248000
﻿202101,KYG,지로납부,2877769000
﻿202101,VEA,기타,629128000
﻿202101,TGT,현금지급/현금서비스,1478930000
﻿202101,XIE,계좌이체,20383323000
﻿202101,NXL,현금입금,11612033000
﻿202101,ZDD,지로납부,8009743000
﻿202101,TGT,계좌이체,3665358000
﻿202101,GPM,현금지급/현금서비스,5758440000
﻿202101,FLX,계좌이체,45499627000
﻿202101,FLX,현금입금,4968110000
﻿202101,XIE,현금입금,1438327000
﻿202101,CVN,기타,159088000
﻿202101,TGT,현금입금,606756000
﻿202101,FLX,지로납부,734112000
﻿202101,AIG,계좌이체,2871681000
﻿202101,BVI,기타,223877000
﻿202101,GPM,계좌이체,22248116000
﻿202101,NXL,계좌이체,8547270000
﻿202101,GPM,현금입금,1926864000
﻿202101,SCD,계좌이체,7298493000
﻿202101,PNA,계좌이체,729326000
﻿202101,SHK,기타,171171000
﻿202101,FYT,기타,55922000
﻿202101,JVP,기타,179507000
﻿202101,MIQ,현금지급/현금서비스,1131520000
﻿202101,HZO,기타,110214000
﻿202101,PNA,현금지급/현금서비스,67650000
﻿202101,IEK,기타,93882000
﻿202101,MIQ,계좌이체,1247224000
﻿202101,XIE,지로납부,494290000
﻿202101,QOB,계좌이체,189755000
﻿202101,MIQ,현금입금,424545000
﻿202101,EEB,기타,25008000
﻿202101,HQI,계좌이체,568882000
﻿202101,QDF,기타,33947000
﻿202101,IGI,계좌이체,734745000
﻿202101,ZDD,기타,27443000
﻿202101,GPM,지로납부,145715000
﻿202101,AIG,현금지급/현금서비스,37270000
﻿202101,PNA,현금입금,39980000
﻿202101,KFW,계좌이체,220790000
﻿202101,IGI,현금지급/현금서비스,50360000
﻿202101,FLX,기타,14416000
﻿202101,TGT,지로납부,53447000
﻿202101,MIQ,지로납부,12106000
﻿202101,SCD,지로납부,208000
﻿202101,AIG,현금입금,8104000
﻿202101,KFW,현금지급/현금서비스,93740000
﻿202101,XIE,기타,297000
﻿202101,KFW,현금입금,32300000
﻿202207,VEA,현금입금,83575102000
﻿202207,IEK,계좌이체,1440845832000
﻿202207,BVI,현금입금,128208297000
﻿202207,KPQ,현금지급/현금서비스,313497280000
﻿202207,BVI,계좌이체,849482170000
﻿202207,HZI,계좌이체,4217342462000
﻿202207,QDF,계좌이체,356686091000
﻿202207,IUR,현금입금,220270142000
﻿202207,IEK,현금입금,188599414000
﻿202207,FYT,현금지급/현금서비스,106006850000
﻿202207,EEB,계좌이체,588056454000
﻿202207,HZI,현금지급/현금서비스,942122060000
﻿202207,JVP,현금입금,76348227000
﻿202207,CAZ,계좌이체,516626928000
﻿202207,CVN,계좌이체,621772821000
﻿202207,HZI,지로납부,434821460000
﻿202207,IUR,계좌이체,1042716807000
﻿202207,IUR,현금지급/현금서비스,523384090000
﻿202207,VEA,현금지급/현금서비스,265618440000
﻿202207,RII,현금입금,33309387000
﻿202207,CAZ,현금입금,96269563000
﻿202207,IEK,현금지급/현금서비스,453253960000
﻿202207,SHK,계좌이체,784767469000
﻿202207,SHK,현금지급/현금서비스,446278030000
﻿202207,HZI,현금입금,383385755000
﻿202207,SHK,지로납부,228292454000
﻿202207,JVP,현금지급/현금서비스,179227230000
﻿202207,FYT,계좌이체,222194267000
﻿202207,SCD,현금입금,55965302000
﻿202207,CVN,현금입금,88507543000
﻿202207,FYT,현금입금,44839400000
﻿202207,GPM,현금지급/현금서비스,6340070000
﻿202207,ZVX,계좌이체,101785615000
﻿202207,JVP,지로납부,136915889000
﻿202207,BVI,현금지급/현금서비스,320591480000
﻿202207,VEA,계좌이체,959293649000
﻿202207,EEB,현금지급/현금서비스,290866580000
﻿202207,CAZ,현금지급/현금서비스,208181380000
﻿202207,NXL,현금지급/현금서비스,1809590000
﻿202207,RII,계좌이체,165286041000
﻿202207,HZO,계좌이체,184569415000
﻿202207,HZO,현금지급/현금서비스,90091270000
﻿202207,QDF,현금지급/현금서비스,68760460000
﻿202207,HZO,지로납부,15974205000
﻿202207,CAZ,지로납부,19637647000
﻿202207,ZVX,현금지급/현금서비스,18637900000
﻿202207,EEB,현금입금,106989213000
﻿202207,KYG,계좌이체,75288433000
﻿202207,JVP,계좌이체,706647320000
﻿202207,NXL,현금입금,17399908000
﻿202207,BVI,지로납부,111810763000
﻿202207,KYG,현금지급/현금서비스,32416120000
﻿202207,FLX,현금지급/현금서비스,8011210000
﻿202207,IUR,지로납부,23321280000
﻿202207,RII,현금지급/현금서비스,58510340000
﻿202207,TGT,지로납부,133764000
﻿202207,XIE,현금지급/현금서비스,7986600000
﻿202207,ZDD,계좌이체,48178590000
﻿202207,FLX,현금입금,5407905000
﻿202207,EEB,지로납부,30333094000
﻿202207,FYT,지로납부,30185392000
﻿202207,IEK,지로납부,136896985000
﻿202207,VEA,지로납부,291044299000
﻿202207,SHK,현금입금,153191627000
﻿202207,CVN,지로납부,95802496000
﻿202207,QDF,현금입금,41618181000
﻿202207,RII,지로납부,14869678000
﻿202207,CVN,현금지급/현금서비스,243407750000
﻿202207,HZO,현금입금,33414539000
﻿202207,KYG,현금입금,11692464000
﻿202207,ZDD,현금지급/현금서비스,9905390000
﻿202207,ZVX,지로납부,13143861000
﻿202207,KYG,지로납부,6949792000
﻿202207,GPM,계좌이체,22079646000
﻿202207,GPM,현금입금,2614599000
﻿202207,FLX,계좌이체,36154639000
﻿202207,QDF,지로납부,147125245000
﻿202207,SCD,현금지급/현금서비스,1124230000
﻿202207,SCD,계좌이체,4870366000
﻿202207,ZDD,현금입금,4534924000
﻿202207,VEA,기타,480657000
﻿202207,XIE,계좌이체,10914601000
﻿202207,ZVX,현금입금,12601126000
﻿202207,AHN,계좌이체,2540417000
﻿202207,HZO,기타,99478000
﻿202207,FLX,지로납부,1548518000
﻿202207,NXL,계좌이체,4303047000
﻿202207,ZDD,지로납부,10853388000
﻿202207,HZI,기타,2273107000
﻿202207,IEK,기타,47913000
﻿202207,JVP,기타,119443000
﻿202207,IGI,현금지급/현금서비스,76400000
﻿202207,BVI,기타,184166000
﻿202207,XIE,현금입금,1941739000
﻿202207,HQI,계좌이체,281206000
﻿202207,TGT,현금지급/현금서비스,1558550000
﻿202207,FYT,기타,34812000
﻿202207,CVN,기타,140842000
﻿202207,CAZ,기타,143839000
﻿202207,SHK,기타,100048000
﻿202207,TGT,현금입금,721779000
﻿202207,MIQ,현금입금,486581000
﻿202207,PNA,계좌이체,378440000
﻿202207,MIQ,현금지급/현금서비스,1029090000
﻿202207,GPM,지로납부,182377000
﻿202207,TGT,계좌이체,2560185000
﻿202207,XIE,지로납부,923039000
﻿202207,AIG,계좌이체,1276327000
﻿202207,PNA,현금지급/현금서비스,61620000
﻿202207,MIQ,계좌이체,1283514000
﻿202207,ZDD,기타,12841000
﻿202207,PNA,현금입금,17530000
﻿202207,EEB,기타,12347000
﻿202207,IGI,계좌이체,188026000
﻿202207,AIG,현금지급/현금서비스,3060000
﻿202207,QDF,기타,33868000
﻿202207,IGI,현금입금,16796000
﻿202207,KFW,계좌이체,38961000
﻿202207,QOB,계좌이체,67866000
﻿202207,FLX,기타,1639000
﻿202207,MIQ,지로납부,2504000
﻿202207,PNA,지로납부,1000
﻿202207,KFW,현금지급/현금서비스,183000000
﻿202207,KFW,현금입금,67500000
﻿202207,SCD,지로납부,22000
﻿202109,QDF,계좌이체,398322505000
﻿202109,HZI,현금지급/현금서비스,1080149230000
﻿202109,HZI,계좌이체,4639740626000
﻿202109,HZI,현금입금,365685939000
﻿202109,SHK,계좌이체,889677218000
﻿202109,HZI,지로납부,562706535000
﻿202109,VEA,계좌이체,1051452104000
﻿202109,EEB,계좌이체,639521180000
﻿202109,ZVX,계좌이체,115645580000
﻿202109,JVP,계좌이체,776476940000
﻿202109,CVN,현금지급/현금서비스,271278470000
﻿202109,JVP,현금지급/현금서비스,186920720000
﻿202109,QDF,현금지급/현금서비스,83904430000
﻿202109,IEK,계좌이체,1675090982000
﻿202109,VEA,현금지급/현금서비스,256315390000
﻿202109,IEK,현금지급/현금서비스,479801100000
﻿202109,SCD,현금입금,51892436000
﻿202109,CAZ,현금지급/현금서비스,227915720000
﻿202109,JVP,현금입금,71411049000
﻿202109,BVI,계좌이체,993742435000
﻿202109,FYT,현금입금,47843940000
﻿202109,BVI,현금지급/현금서비스,357597220000
﻿202109,CVN,계좌이체,718660581000
﻿202109,SHK,현금지급/현금서비스,432094470000
﻿202109,QDF,현금입금,41311715000
﻿202109,CAZ,계좌이체,548918537000
﻿202109,EEB,현금지급/현금서비스,281511400000
﻿202109,BVI,현금입금,122448743000
﻿202109,VEA,현금입금,78569183000
﻿202109,IUR,현금입금,204125134000
﻿202109,KPQ,현금지급/현금서비스,237114170000
﻿202109,CAZ,현금입금,95500589000
﻿202109,IEK,지로납부,174170386000
﻿202109,RII,현금입금,33404943000
﻿202109,CVN,현금입금,82122473000
﻿202109,ZVX,현금입금,12677233000
﻿202109,CAZ,지로납부,18310007000
﻿202109,IUR,지로납부,23580754000
﻿202109,IUR,계좌이체,1116886731000
﻿202109,EEB,지로납부,26212919000
﻿202109,SHK,현금입금,142620570000
﻿202109,HZO,현금지급/현금서비스,99308920000
﻿202109,CVN,지로납부,174010250000
﻿202109,VEA,지로납부,321312865000
﻿202109,IUR,현금지급/현금서비스,555284280000
﻿202109,HZO,현금입금,32145175000
﻿202109,IEK,현금입금,182044016000
﻿202109,SHK,지로납부,281441473000
﻿202109,FYT,계좌이체,256151993000
﻿202109,RII,계좌이체,184720064000
﻿202109,ZDD,지로납부,9596596000
﻿202109,BVI,지로납부,197572539000
﻿202109,ZDD,현금지급/현금서비스,13859080000
﻿202109,RII,현금지급/현금서비스,71175190000
﻿202109,EEB,현금입금,100726934000
﻿202109,FYT,현금지급/현금서비스,118798180000
﻿202109,KYG,계좌이체,88449922000
﻿202109,FYT,지로납부,35495419000
﻿202109,HZI,기타,1806427000
﻿202109,KYG,지로납부,10309924000
﻿202109,FYT,기타,33143000
﻿202109,MIQ,현금지급/현금서비스,1147920000
﻿202109,FLX,현금입금,5499379000
﻿202109,QDF,지로납부,150205434000
﻿202109,RII,지로납부,14426997000
﻿202109,HZO,계좌이체,202327856000
﻿202109,SCD,현금지급/현금서비스,1234170000
﻿202109,NXL,현금입금,15419369000
﻿202109,HZO,지로납부,19081483000
﻿202109,XIE,계좌이체,15490745000
﻿202109,ZDD,현금입금,5574881000
﻿202109,AHN,계좌이체,3016681000
﻿202109,ZDD,계좌이체,52550110000
﻿202109,KYG,현금지급/현금서비스,36313710000
﻿202109,ZVX,지로납부,13941304000
﻿202109,ZVX,현금지급/현금서비스,25922880000
﻿202109,XIE,현금지급/현금서비스,9360080000
﻿202109,FLX,계좌이체,39154033000
﻿202109,MIQ,계좌이체,1210959000
﻿202109,GPM,현금지급/현금서비스,7379900000
﻿202109,FLX,현금지급/현금서비스,8832610000
﻿202109,SCD,계좌이체,6784709000
﻿202109,TGT,현금입금,600977000
﻿202109,KYG,현금입금,10843331000
﻿202109,SHK,기타,116850000
﻿202109,FLX,지로납부,1588122000
﻿202109,GPM,계좌이체,23310505000
﻿202109,ZDD,기타,14572000
﻿202109,JVP,지로납부,213478431000
﻿202109,GPM,현금입금,2244685000
﻿202109,TGT,현금지급/현금서비스,1558820000
﻿202109,XIE,지로납부,2433952000
﻿202109,CAZ,기타,178674000
﻿202109,NXL,계좌이체,6205662000
﻿202109,VEA,기타,615119000
﻿202109,AIG,계좌이체,1488880000
﻿202109,IGI,현금지급/현금서비스,95670000
﻿202109,IGI,계좌이체,254823000
﻿202109,XIE,현금입금,1769738000
﻿202109,CVN,기타,115272000
﻿202109,JVP,기타,132158000
﻿202109,TGT,계좌이체,2749000000
﻿202109,MIQ,현금입금,533263000
﻿202109,NXL,현금지급/현금서비스,1162410000
﻿202109,BVI,기타,177262000
﻿202109,QDF,기타,19105000
﻿202109,IEK,기타,54057000
﻿202109,QOB,계좌이체,121643000
﻿202109,PNA,계좌이체,379067000
﻿202109,HQI,계좌이체,254401000
﻿202109,HZO,기타,132928000
﻿202109,MIQ,지로납부,4339000
﻿202109,AIG,현금지급/현금서비스,13430000
﻿202109,EEB,기타,12087000
﻿202109,GPM,지로납부,220422000
﻿202109,PNA,현금지급/현금서비스,69770000
﻿202101,CBX,계좌이체,8920000000
﻿202109,PNA,현금입금,20740000
﻿202109,KFW,계좌이체,98629000
﻿202109,XIE,기타,1471000
﻿202109,IGI,현금입금,20252000
﻿202109,TGT,지로납부,36785000
﻿202109,FLX,기타,6061000
﻿202109,JFG,계좌이체,10000
﻿202109,AIG,현금입금,1132000
﻿202207,JFG,계좌이체,1060000000
﻿202109,KFW,현금입금,69400000
﻿202109,KFW,현금지급/현금서비스,154720000
﻿202109,SCD,지로납부,153000
﻿202109,PNA,지로납부,1000
﻿202207,CBX,계좌이체,11300000000
﻿202109,CBX,계좌이체,9990000000
﻿202306,HZI,계좌이체,3659590020000
﻿202306,IEK,계좌이체,1195853151000
﻿202306,KPQ,현금지급/현금서비스,249039150000
﻿202306,IUR,현금지급/현금서비스,510365690000
﻿202306,SHK,현금지급/현금서비스,415907520000
﻿202306,IUR,계좌이체,953693971000
﻿202306,BVI,계좌이체,679561982000
﻿202306,VEA,현금입금,87830188000
﻿202306,JVP,현금지급/현금서비스,173603630000
﻿202306,CAZ,현금지급/현금서비스,199609560000
﻿202306,SHK,계좌이체,671811453000
﻿202306,HZI,현금지급/현금서비스,937448370000
﻿202306,RII,계좌이체,139388819000
﻿202306,HZO,현금지급/현금서비스,85075290000
﻿202306,VEA,계좌이체,829764764000
﻿202306,QDF,계좌이체,301517315000
﻿202306,IEK,현금입금,186265086000
﻿202306,JVP,지로납부,55913197000
﻿202306,FYT,계좌이체,186837803000
﻿202306,VEA,현금지급/현금서비스,249853980000
﻿202306,SHK,현금입금,160657233000
﻿202306,HZO,계좌이체,169160316000
﻿202306,BVI,지로납부,46356017000
﻿202306,EEB,현금입금,111803559000
﻿202306,EEB,계좌이체,526682652000
﻿202306,JVP,계좌이체,585957800000
﻿202306,FYT,현금지급/현금서비스,101371390000
﻿202306,CVN,현금입금,93575005000
﻿202306,BVI,현금입금,128903224000
﻿202306,EEB,현금지급/현금서비스,274920480000
﻿202306,HZO,현금입금,35210297000
﻿202306,FYT,지로납부,11530845000
﻿202306,GPM,현금지급/현금서비스,6293850000
﻿202306,RII,현금지급/현금서비스,51980000000
﻿202306,AHN,계좌이체,3186556000
﻿202306,ZVX,계좌이체,83426078000
﻿202306,CVN,현금지급/현금서비스,230522550000
﻿202306,CVN,계좌이체,519203005000
﻿202306,SCD,현금입금,58259563000
﻿202306,BVI,현금지급/현금서비스,300874870000
﻿202306,IEK,현금지급/현금서비스,418088010000
﻿202306,HZI,현금입금,404859320000
﻿202306,CAZ,지로납부,7526976000
﻿202306,XIE,현금지급/현금서비스,6028510000
﻿202306,HZI,지로납부,147451072000
﻿202306,CAZ,계좌이체,468747386000
﻿202306,IUR,현금입금,236015790000
﻿202306,CAZ,현금입금,106625098000
﻿202306,FYT,현금입금,46690625000
﻿202306,VEA,지로납부,210874813000
﻿202306,QDF,현금지급/현금서비스,64636910000
﻿202306,QDF,지로납부,107205475000
﻿202306,ZDD,현금지급/현금서비스,9287470000
﻿202306,KYG,계좌이체,67758847000
﻿202306,SHK,지로납부,144958136000
﻿202306,GPM,현금입금,2811391000
﻿202306,NXL,현금입금,18720052000
﻿202306,GPM,계좌이체,21915017000
﻿202306,IEK,지로납부,45120472000
﻿202306,ZVX,현금입금,12408902000
﻿202306,KYG,현금입금,10815073000
﻿202306,CVN,지로납부,36845253000
﻿202306,RII,지로납부,12460581000
﻿202306,HZI,기타,1461199000
﻿202306,IUR,지로납부,8653963000
﻿202306,RII,현금입금,32667627000
﻿202306,JVP,현금입금,77364577000
﻿202306,QDF,현금입금,42512738000
﻿202306,KYG,현금지급/현금서비스,28132090000
﻿202306,ZVX,현금지급/현금서비스,18178880000
﻿202306,FLX,현금입금,5868701000
﻿202306,ZDD,계좌이체,39211192000
﻿202306,ZVX,지로납부,8815424000
﻿202306,FLX,현금지급/현금서비스,8066180000
﻿202306,KYG,지로납부,1862569000
﻿202306,EEB,지로납부,17303811000
﻿202306,NXL,계좌이체,4253221000
﻿202306,ZDD,현금입금,4863957000
﻿202306,FLX,계좌이체,30198754000
﻿202306,BVI,기타,123290000
﻿202306,VEA,기타,346710000
﻿202306,MIQ,계좌이체,1170222000
﻿202306,PNA,계좌이체,306761000
﻿202306,SCD,현금지급/현금서비스,1772480000
﻿202306,SCD,계좌이체,4595675000
﻿202306,FYT,기타,21501000
﻿202306,NXL,현금지급/현금서비스,1718550000
﻿202306,XIE,현금입금,1709426000
﻿202306,ZDD,지로납부,8024618000
﻿202306,HZO,지로납부,6981035000
﻿202306,CAZ,기타,155263000
﻿202306,MIQ,현금입금,481959000
﻿202306,GPM,지로납부,136652000
﻿202306,TGT,현금지급/현금서비스,1452810000
﻿202306,TGT,현금입금,743159000
﻿202306,AIG,계좌이체,755726000
﻿202306,CVN,기타,90808000
﻿202306,XIE,계좌이체,7423566000
﻿202306,MIQ,현금지급/현금서비스,861430000
﻿202306,IEK,기타,43544000
﻿202306,FLX,지로납부,752769000
﻿202306,XIE,지로납부,409448000
﻿202306,SHK,기타,93440000
﻿202306,TGT,계좌이체,1761928000
﻿202306,JVP,기타,121197000
﻿202306,HZO,기타,91428000
﻿202306,QOB,계좌이체,77584000
﻿202306,QDF,기타,23266000
﻿202306,IGI,계좌이체,198361000
﻿202306,FLX,기타,2728000
﻿202306,PNA,현금입금,26664000
﻿202306,IGI,현금지급/현금서비스,89820000
﻿202306,ZDD,기타,25515000
﻿202306,HQI,계좌이체,269985000
﻿202306,PNA,현금지급/현금서비스,70350000
﻿202306,EEB,기타,9873000
﻿202306,IGI,현금입금,58158000
﻿202306,KFW,계좌이체,26624000
﻿202306,TGT,지로납부,6746000
﻿202306,MIQ,지로납부,506000
﻿202306,AIG,현금지급/현금서비스,4280000
﻿202306,KFW,현금입금,69430000
﻿202306,KFW,현금지급/현금서비스,185420000
﻿202306,CBX,계좌이체,10800000000
﻿202306,SCD,지로납부,42000
﻿202306,AIG,현금입금,5842000
﻿202306,JFG,계좌이체,1930000000
﻿202104,QDF,지로납부,101083264000
﻿202104,IEK,계좌이체,1929590932000
﻿202104,FYT,현금지급/현금서비스,105981440000
﻿202104,CAZ,계좌이체,613831578000
﻿202104,IUR,계좌이체,1233950420000
﻿202104,CAZ,현금지급/현금서비스,215078070000
﻿202104,CVN,계좌이체,865016803000
